255, 0
300, 0
300, 0
135, 0
60, 0
330, 0
45, 0
75, 0
45, 0
90, 0
240, 0
345, 0
135, 0
180, 0
105, 0
345, 0
15, 0
105, 0
30, 0
60, 0
105, 0
165, 0
225, 0
165, 0
240, 0
0, 0
75, 0
135, 0
150, 0
180, 0
330, 0
120, 0
345, 0
45, 0
225, 0
270, 0
105, 0
135, 0
330, 0
90, 0
165, 0
315, 0
285, 0
255, 0
90, 0
195, 0
315, 0
30, 0
180, 0
255, 0
75, 0
15, 0
285, 0
75, 0
0, 0
225, 0
135, 0
210, 0
0, 0
30, 0
195, 0
210, 0
270, 0
300, 0
120, 0
90, 0
315, 0
225, 0
285, 0
285, 0
60, 0
345, 0
195, 0
165, 0
15, 0
120, 0
240, 0
120, 0
15, 0
120, 0
180, 0
255, 0
330, 0
180, 0
225, 0
315, 0
270, 0
210, 0
45, 0
105, 0
150, 0
285, 0
315, 0
150, 0
270, 0
195, 0
300, 0
195, 0
0, 0
15, 0
30, 0
240, 0
300, 0
0, 0
60, 0
270, 0
150, 0
255, 0
210, 0
330, 0
165, 0
345, 0
150, 0
210, 0
90, 0
60, 0
30, 0
45, 0
240, 0
75, 0
