255, 2
90, 2
105, 2
270, 2
75, 2
255, 2
30, 2
270, 2
150, 2
135, 2
210, 2
210, 2
240, 2
120, 2
315, 2
120, 2
225, 2
210, 2
180, 2
90, 2
60, 2
285, 2
150, 2
225, 2
285, 2
90, 2
315, 2
0, 2
345, 2
135, 2
180, 2
15, 2
315, 2
330, 2
195, 2
150, 2
330, 2
270, 2
180, 2
210, 2
300, 2
330, 2
270, 2
345, 2
135, 2
300, 2
165, 2
180, 2
120, 2
30, 2
180, 2
15, 2
315, 2
240, 2
75, 2
105, 2
240, 2
300, 2
75, 2
105, 2
330, 2
45, 2
240, 2
135, 2
345, 2
0, 2
240, 2
330, 2
135, 2
345, 2
15, 2
45, 2
135, 2
345, 2
165, 2
0, 2
240, 2
270, 2
135, 2
150, 2
300, 2
165, 2
285, 2
195, 2
330, 2
105, 2
165, 2
225, 2
240, 2
210, 2
345, 2
255, 2
225, 2
45, 2
255, 2
60, 2
45, 2
15, 2
270, 2
315, 2
60, 2
345, 2
135, 2
150, 2
45, 2
225, 2
300, 2
105, 2
270, 2
270, 2
195, 2
105, 2
195, 2
285, 2
0, 2
255, 2
0, 2
30, 2
195, 2
165, 2
315, 2
240, 2
60, 2
45, 2
150, 2
240, 2
195, 2
180, 2
195, 2
165, 2
180, 2
165, 2
225, 2
30, 2
90, 2
30, 2
60, 2
255, 2
285, 2
330, 2
225, 2
15, 2
150, 2
75, 2
15, 2
345, 2
300, 2
345, 2
0, 2
255, 2
195, 2
105, 2
90, 2
330, 2
45, 2
270, 2
315, 2
345, 2
75, 2
0, 2
75, 2
285, 2
15, 2
330, 2
75, 2
90, 2
225, 2
300, 2
90, 2
165, 2
30, 2
60, 2
315, 2
105, 2
90, 2
255, 2
30, 2
90, 2
120, 2
285, 2
285, 2
120, 2
180, 2
255, 2
75, 2
210, 2
150, 2
60, 2
150, 2
330, 2
225, 2
285, 2
30, 2
300, 2
15, 2
120, 2
285, 2
300, 2
210, 2
105, 2
195, 2
60, 2
60, 2
45, 2
120, 2
135, 2
270, 2
60, 2
15, 2
75, 2
300, 2
150, 2
120, 2
45, 2
45, 2
180, 2
210, 2
195, 2
30, 2
135, 2
15, 2
90, 2
210, 2
180, 2
105, 2
0, 2
165, 2
0, 2
120, 2
255, 2
30, 2
75, 2
165, 2
120, 2
225, 2
315, 2
315, 2
210, 2
0, 2
240, 2
