90, 2
0, 2
165, 2
240, 2
165, 2
150, 2
330, 2
60, 2
165, 2
150, 2
300, 2
45, 2
345, 2
240, 2
15, 2
180, 2
15, 2
300, 2
225, 2
210, 2
75, 2
330, 2
30, 2
225, 2
330, 2
180, 2
75, 2
105, 2
195, 2
195, 2
270, 2
0, 2
315, 2
135, 2
225, 2
345, 2
135, 2
30, 2
45, 2
60, 2
285, 2
180, 2
270, 2
195, 2
285, 2
225, 2
75, 2
150, 2
285, 2
75, 2
195, 2
225, 2
270, 2
15, 2
120, 2
60, 2
15, 2
30, 2
150, 2
120, 2
135, 2
285, 2
180, 2
255, 2
105, 2
300, 2
255, 2
105, 2
90, 2
345, 2
180, 2
45, 2
105, 2
285, 2
240, 2
315, 2
135, 2
45, 2
60, 2
315, 2
150, 2
315, 2
315, 2
255, 2
330, 2
210, 2
240, 2
30, 2
75, 2
0, 2
255, 2
345, 2
165, 2
210, 2
90, 2
135, 2
90, 2
15, 2
0, 2
255, 2
330, 2
240, 2
0, 2
210, 2
120, 2
345, 2
120, 2
300, 2
60, 2
210, 2
120, 2
165, 2
270, 2
30, 2
300, 2
105, 2
90, 2
45, 2
270, 2
195, 2
