120, 0
210, 0
165, 0
195, 0
30, 0
210, 0
315, 0
135, 0
60, 0
120, 0
270, 0
330, 0
270, 0
120, 0
330, 0
285, 0
345, 0
180, 0
15, 0
105, 0
345, 0
105, 0
315, 0
135, 0
105, 0
225, 0
75, 0
255, 0
150, 0
315, 0
210, 0
240, 0
240, 0
255, 0
180, 0
210, 0
135, 0
30, 0
105, 0
105, 0
105, 0
30, 0
315, 0
195, 0
45, 0
255, 0
345, 0
255, 0
165, 0
255, 0
240, 0
90, 0
15, 0
300, 0
180, 0
0, 0
15, 0
255, 0
180, 0
210, 0
300, 0
345, 0
45, 0
90, 0
240, 0
30, 0
300, 0
315, 0
60, 0
180, 0
30, 0
75, 0
135, 0
75, 0
60, 0
105, 0
330, 0
120, 0
285, 0
195, 0
30, 0
285, 0
60, 0
135, 0
300, 0
120, 0
45, 0
270, 0
150, 0
60, 0
195, 0
330, 0
270, 0
315, 0
195, 0
225, 0
150, 0
120, 0
0, 0
30, 0
90, 0
285, 0
150, 0
285, 0
45, 0
105, 0
150, 0
285, 0
225, 0
195, 0
300, 0
345, 0
135, 0
210, 0
75, 0
270, 0
195, 0
90, 0
225, 0
60, 0
210, 0
0, 0
150, 0
285, 0
15, 0
30, 0
0, 0
75, 0
75, 0
75, 0
15, 0
180, 0
165, 0
225, 0
270, 0
300, 0
300, 0
285, 0
270, 0
300, 0
90, 0
225, 0
150, 0
90, 0
165, 0
120, 0
180, 0
345, 0
300, 0
270, 0
255, 0
30, 0
45, 0
90, 0
45, 0
255, 0
135, 0
270, 0
330, 0
195, 0
15, 0
150, 0
15, 0
165, 0
240, 0
180, 0
240, 0
45, 0
240, 0
225, 0
210, 0
285, 0
225, 0
75, 0
240, 0
165, 0
45, 0
180, 0
255, 0
315, 0
330, 0
165, 0
300, 0
60, 0
45, 0
345, 0
90, 0
345, 0
0, 0
75, 0
0, 0
150, 0
150, 0
135, 0
195, 0
105, 0
225, 0
270, 0
60, 0
0, 0
180, 0
120, 0
330, 0
330, 0
330, 0
120, 0
210, 0
315, 0
60, 0
0, 0
240, 0
285, 0
345, 0
60, 0
15, 0
165, 0
315, 0
240, 0
330, 0
195, 0
210, 0
345, 0
30, 0
315, 0
165, 0
225, 0
75, 0
135, 0
15, 0
15, 0
165, 0
0, 0
90, 0
45, 0
90, 0
120, 0
0, 0
255, 0
105, 0
135, 0
